dates
09/10/2014
04/09/2014
01/08/2014
08/07/2014
04/05/2014
6/19/14
4/18/14
08/12/2014
08/08/2014
03/10/2014
1/21/14
04/11/2014
6/25/14
10/14/14
8/18/14
05/10/2014
8/26/14
11/23/14
7/31/14
10/28/14
7/31/14
02/02/2014
8/16/14
3/27/14
9/24/14
06/10/2014
09/08/2014
04/06/2014
08/04/2014
05/07/2014
4/26/14
08/05/2014
11/09/2014
4/14/14
6/25/14
8/28/14
2/23/14
2/13/14
2/14/14
7/21/14
06/09/2014
12/30/14
6/30/14
1/14/14
5/18/14
1/17/14
11/16/14
11/16/14
11/17/14
9/29/14
10/28/14
3/21/14
11/10/2014
5/19/14
10/28/14
1/22/14
02/02/2014
06/06/2014
3/17/14
1/13/14
05/07/2014
08/05/2014
5/23/14
09/08/2014
8/26/14
6/18/14
11/22/14
05/07/2014
8/15/14
8/20/14
1/25/14
8/21/14
10/14/14
10/17/14
02/01/2014
7/18/14
02/06/2014
10/05/2014
3/18/14
08/07/2014
10/18/14
5/22/14
3/29/14
4/23/14
7/19/14
10/09/2014
2/24/14
2/25/14
11/04/2014
06/10/2014
1/14/14
9/24/14
03/12/2014
12/17/14
10/30/14
02/10/2014
8/18/14
11/02/2014
11/05/2014
11/06/2014
8/22/14
4/29/14
7/20/14
3/20/14
9/29/14
12/18/14
5/25/14
9/25/14
8/13/14
05/04/2014
02/06/2014
12/22/14
11/14/14
09/01/2014
02/09/2014
7/29/14
03/09/2014
4/24/14
04/10/2014
07/01/2014
2/17/14
8/26/14
7/19/14
01/03/2014
8/22/14
01/04/2014
6/25/14
09/04/2014
05/02/2014
3/19/14
3/20/14
12/14/14
06/01/2014
3/30/14
8/17/14
9/15/14
10/09/2014
8/31/14
9/29/14
1/23/14
1/26/14
6/27/14
8/30/14
11/18/14
7/23/14
01/12/2014
06/06/2014
9/28/14
9/29/14
7/19/14
01/03/2014
8/28/14
01/11/2014
3/28/14
10/19/14
2/16/14
1/13/14
4/20/14
12/22/14
7/21/14
7/21/14
3/26/14
05/08/2014
7/29/14
5/22/14
2/25/14
02/06/2014
8/25/14
9/16/14
10/20/14
6/13/14
12/24/14
09/01/2014
11/05/2014
02/02/2014
6/17/14
10/13/14
7/30/14
7/28/14
07/02/2014
7/18/14
01/11/2014
4/17/14
6/22/14
06/12/2014
01/09/2014
1/26/14
07/07/2014
12/21/14
11/03/2014
12/02/2014
6/25/14
12/31/14
06/01/2014
08/10/2014
06/06/2014
07/08/2014
11/06/2014
8/29/14
9/26/14
3/21/14
4/14/14
3/21/14
3/15/14
12/30/14
05/07/2014
4/28/14
02/06/2014
09/10/2014
02/01/2014
12/29/14
05/09/2014
3/24/14
10/14/14
8/31/14
05/05/2014
3/16/14
04/07/2014
01/07/2014
3/19/14
07/01/2014
7/16/14
1/29/14
06/05/2014
5/20/14
08/05/2014
8/19/14
07/08/2014
9/14/14
4/18/14
11/18/14
6/13/14
1/20/14
9/19/14
5/31/14
8/27/14
01/05/2014
02/10/2014
03/11/2014
04/06/2014
12/07/2014
3/18/14
03/12/2014
06/07/2014
2/17/14
6/24/14
9/14/14
03/10/2014
2/24/14
01/09/2014
8/15/14
12/03/2014
08/08/2014
3/23/14
10/06/2014
6/14/14
04/06/2014
4/22/14
11/12/2014
1/26/14
2/17/14
8/27/14
04/12/2014
7/16/14
07/06/2014
1/16/14
3/20/14
12/09/2014
3/22/14
5/27/14
6/22/14
09/03/2014
9/13/14
06/02/2014
7/31/14
10/21/14
05/01/2014
11/17/14
07/04/2014
1/27/14
06/12/2014
12/24/14
4/26/14
6/23/14
10/17/14
10/04/2014
4/13/14
11/08/2014
12/15/14
8/18/14
3/13/14
7/28/14
11/02/2014
4/26/14
11/27/14
5/22/14
06/05/2014
1/22/14
06/08/2014
9/19/14
9/24/14
11/21/14
10/04/2014
6/21/14
4/27/14
4/23/14
11/29/14
10/03/2014
11/29/14
11/28/14
2/14/14
12/04/2014
4/19/14
11/28/14
09/02/2014
1/14/14
8/27/14
2/26/14
09/04/2014
12/26/14
12/18/14
8/21/14
12/07/2014
04/04/2014
11/20/14
10/11/2014
09/01/2014
8/27/14
07/07/2014
01/01/2014
06/09/2014
12/02/2014
3/16/14
03/03/2014
11/16/14
2/27/14
02/10/2014
07/03/2014
1/19/14
11/18/14
12/14/14
03/03/2014
7/29/14
3/24/14
2/14/14
11/22/14
06/10/2014
9/14/14
05/08/2014
11/04/2014
7/16/14
6/23/14
2/19/14
4/27/14
5/22/14
3/31/14
05/02/2014
06/08/2014
2/27/14
01/11/2014
1/27/14
12/31/14
8/14/14
09/10/2014
08/02/2014
4/23/14
02/11/2014
06/02/2014
11/18/14
09/09/2014
6/29/14
04/08/2014
06/10/2014
05/06/2014
12/04/2014
9/23/14
12/17/14
10/23/14
9/22/14
03/09/2014
6/23/14
10/11/2014
8/22/14
07/10/2014
8/19/14
10/18/14
4/23/14
08/08/2014
9/24/14
06/11/2014
12/04/2014
06/01/2014
9/23/14
01/12/2014
01/04/2014
06/07/2014
03/04/2014
11/02/2014
7/22/14
10/02/2014
08/07/2014
3/25/14
03/02/2014
5/14/14
3/30/14
12/25/14
9/30/14
2/13/14
10/06/2014
04/05/2014
5/22/14
07/05/2014
08/01/2014
3/19/14
6/19/14
04/10/2014
10/21/14
9/18/14
10/23/14
12/04/2014
8/31/14
10/19/14
5/28/14
06/09/2014
12/27/14
6/20/14
9/20/14
01/07/2014
12/28/14
11/04/2014
07/09/2014
1/15/14
6/17/14
5/20/14
01/01/2014
4/26/14
2/18/14
04/12/2014
1/14/14
9/16/14
10/13/14
3/14/14
04/01/2014
10/16/14
03/01/2014
12/14/14
04/08/2014
01/01/2014
06/07/2014
11/30/14
04/12/2014
11/17/14
9/26/14
1/15/14
11/01/2014
6/30/14
03/10/2014
7/24/14
03/02/2014
10/25/14
8/24/14
4/28/14
7/16/14
10/12/2014
09/01/2014
9/28/14
3/27/14
9/27/14
04/03/2014
08/01/2014
5/19/14
06/02/2014
05/09/2014
02/03/2014
6/15/14
4/25/14
5/22/14
11/17/14
5/28/14
9/14/14
04/04/2014
5/21/14
9/14/14
2/23/14
1/19/14
6/17/14
03/12/2014
8/26/14
05/05/2014
01/03/2014
03/05/2014
11/23/14
12/24/14
8/21/14
7/27/14
5/30/14
4/25/14
11/30/14
11/06/2014
07/12/2014
10/07/2014
01/10/2014
5/13/14
11/12/2014
11/19/14
06/05/2014
10/24/14
12/10/2014
9/21/14
4/28/14
3/21/14
12/02/2014
11/21/14
04/12/2014
11/01/2014
05/11/2014
08/05/2014
12/12/2014
7/23/14
1/29/14
3/28/14
10/07/2014
10/11/2014
08/09/2014
09/06/2014
2/16/14
9/16/14
6/28/14
1/19/14
3/25/14
07/08/2014
10/20/14
2/27/14
7/18/14
09/07/2014
4/14/14
09/03/2014
07/02/2014
11/09/2014
08/02/2014
03/05/2014
6/20/14
12/09/2014
06/12/2014
1/21/14
12/09/2014
2/24/14
07/07/2014
7/13/14
10/26/14
08/11/2014
03/09/2014
2/24/14
02/09/2014
11/05/2014
03/02/2014
2/26/14
6/15/14
06/03/2014
11/08/2014
5/26/14
10/21/14
3/16/14
8/25/14
05/09/2014
11/03/2014
07/07/2014
12/11/2014
11/17/14
5/25/14
1/28/14
6/14/14
11/03/2014
03/09/2014
5/29/14
1/16/14
06/04/2014
9/20/14
12/05/2014
8/16/14
10/01/2014
11/10/2014
07/12/2014
04/08/2014
04/06/2014
3/24/14
6/30/14
07/05/2014
10/26/14
3/29/14
6/23/14
5/18/14
9/19/14
12/11/2014
11/10/2014
3/20/14
03/08/2014
07/08/2014
12/14/14
10/27/14
4/19/14
01/09/2014
11/01/2014
1/14/14
2/23/14
9/29/14
8/21/14
7/18/14
7/19/14
9/24/14
9/13/14
5/19/14
4/23/14
7/30/14
02/02/2014
12/05/2014
9/29/14
10/07/2014
10/29/14
12/19/14
02/12/2014
10/07/2014
11/07/2014
08/12/2014
4/19/14
02/07/2014
12/31/14
07/11/2014
3/17/14
6/30/14
07/08/2014
01/03/2014
03/04/2014
2/13/14
12/08/2014
4/17/14
1/19/14
09/08/2014
10/27/14
6/24/14
9/19/14
01/01/2014
02/06/2014
03/07/2014
11/20/14
5/16/14
6/18/14
10/17/14
11/12/2014
1/20/14
5/16/14
09/06/2014
8/14/14
03/12/2014
3/26/14
7/23/14
4/22/14
8/14/14
2/27/14
6/25/14
7/13/14
10/31/14
05/05/2014
5/23/14
8/14/14
6/18/14
7/25/14
09/11/2014
7/16/14
09/09/2014
04/01/2014
2/20/14
10/25/14
12/18/14
06/09/2014
1/14/14
10/28/14
2/28/14
06/02/2014
8/16/14
03/02/2014
2/15/14
3/23/14
03/02/2014
05/08/2014
10/29/14
7/20/14
09/07/2014
11/03/2014
8/17/14
07/06/2014
3/13/14
09/05/2014
10/04/2014
11/23/14
4/29/14
05/04/2014
10/11/2014
11/14/14
12/30/14
07/05/2014
1/22/14
2/13/14
3/13/14
12/01/2014
3/30/14
01/04/2014
5/23/14
7/20/14
1/22/14
7/25/14
1/24/14
08/09/2014
12/07/2014
3/25/14
1/19/14
9/14/14
6/17/14
10/08/2014
3/16/14
11/14/14
11/14/14
11/17/14
07/12/2014
06/06/2014
08/12/2014
6/24/14
5/30/14
11/27/14
1/13/14
8/18/14
10/23/14
06/01/2014
5/26/14
5/22/14
12/18/14
04/05/2014
10/15/14
09/01/2014
11/20/14
10/15/14
2/16/14
1/18/14
01/12/2014
10/24/14
01/11/2014
08/05/2014
5/17/14
03/05/2014
02/11/2014
10/08/2014
10/24/14
2/23/14
6/20/14
3/17/14
7/16/14
9/23/14
01/03/2014
9/29/14
12/28/14
6/28/14
07/01/2014
12/14/14
9/28/14
2/20/14
9/21/14
05/12/2014
2/18/14
8/18/14
4/13/14
2/24/14
12/15/14
8/27/14
02/06/2014
09/10/2014
9/27/14
01/10/2014
6/19/14
9/16/14
11/05/2014
3/27/14
10/25/14
10/16/14
02/02/2014
4/15/14
01/09/2014
07/07/2014
08/07/2014
3/22/14
12/26/14
07/09/2014
11/27/14
11/25/14
2/23/14
05/04/2014
1/14/14
8/25/14
3/24/14
12/19/14
1/16/14
3/16/14
05/12/2014
1/30/14
01/06/2014
11/30/14
8/31/14
2/13/14
9/20/14
02/06/2014
12/10/2014
1/27/14
4/30/14
11/24/14
9/23/14
08/01/2014
9/24/14
10/27/14
7/19/14
10/31/14
6/22/14
04/08/2014
05/04/2014
7/16/14
10/13/14
7/15/14
06/09/2014
12/17/14
3/22/14
3/29/14
8/26/14
12/28/14
9/27/14
8/26/14
